LAMMPS data file via write_data, version 7 Feb 2024, timestep = 20372, units = real

268 atoms
1 atom types

-10.0137554489753 10.0137554489753 xlo xhi
-10.0137554489753 10.0137554489753 ylo yhi
-10.0137554489753 10.0137554489753 zlo zhi

Masses

1 18.015

Atoms # atomic

41 1 -8.075994934611991 -6.884418378677745 -7.583529514841083 0 0 1
44 1 8.20637609294667 -0.267426848404142 -8.259756726431451 -1 0 1
58 1 -1.9961207729776689 -8.387858686861865 -7.25784540904603 0 1 0
251 1 -4.823959310707209 -8.604645424524932 -7.296784476255705 0 1 1
239 1 2.524774321489673 -9.472876431699413 -9.837708517781017 0 0 1
173 1 2.367256896092904 -7.5603546452072266 -7.317389981377392 0 0 1
37 1 5.856301136242211 -7.751040281225797 -7.003738094957885 0 0 1
67 1 5.857356244455438 -9.053853364321904 -9.340601336000725 -1 0 0
259 1 -9.786940819783622 -9.245040642060092 -8.17241893515955 0 0 1
220 1 -8.34533141351695 -3.637999643106183 -7.483773026220387 0 0 0
204 1 -6.185153646234388 -2.698587297743104 -6.282045546309154 0 0 0
98 1 -2.9267501637491895 -5.533893048621865 -8.145794222781921 0 1 1
105 1 0.4098373641452273 -5.8975907315513085 -6.941831054125941 0 1 1
199 1 4.552013734863035 -5.249176010921043 -8.358400062380703 -1 1 0
29 1 8.044543745546644 -5.9581633149990285 -8.11502392330529 -1 0 1
18 1 3.7521031095669546 -0.7429935361318805 -8.943880348213776 -1 -1 0
123 1 -9.308202152441176 -0.7629175170346123 -6.863139840145738 1 0 0
28 1 -3.473708758315518 -2.9762315763750147 -7.249661580218629 0 0 0
159 1 -4.699886284239166 -1.5197980077603699 -9.798203131919154 0 0 0
38 1 -0.5483469000734971 -1.3759678468149534 -8.11870130651166 0 0 1
226 1 1.8362599937640134 -1.4487302782205518 -6.8049709840519785 0 0 1
261 1 0.4217952701261485 -4.116001567335657 -9.03545953770082 0 0 0
247 1 5.870440839834256 -2.4088801440354137 -8.390049656850142 0 0 0
47 1 -8.658958713840136 -6.381086809650988 -4.120637644481039 0 0 1
25 1 -9.048197375906632 -3.983842957906411 -2.932335285216089 0 0 0
176 1 0.7687726629481748 -7.995236115473723 -3.6230835919347295 0 0 0
97 1 -2.700470399222274 -8.209577491049597 -2.925783037083089 0 1 0
229 1 2.8881127141531557 -8.63437381876865 -4.916827999712285 0 1 0
256 1 5.2635993510804635 -6.193122189501232 -3.499193553667655 0 0 0
143 1 8.050522984145278 -6.876740140167318 -4.054888141087226 1 0 0
197 1 -8.81812699431479 -0.49269442285084786 -2.2558758432415957 1 0 0
7 1 -6.171910231489418 -7.002925987012773 -5.4544835926489625 0 0 0
96 1 -3.938340730009376 -5.482532048734466 -5.023620152194772 0 1 1
102 1 -3.068125587359474 -2.5165962001669415 -4.4136167387124905 0 0 1
157 1 0.08109329976622703 -3.4531519356828033 -3.9172303663152643 0 0 0
234 1 1.864313463625063 -4.130215352800812 -5.809554939027439 0 1 0
179 1 4.264526716264836 -4.002793764158419 -4.16026352913289 0 0 0
182 1 6.787819488405454 -2.91441919929641 -5.748226530625102 0 1 0
200 1 9.37593571003362 -4.7876461624365785 -5.617296539365616 -1 0 0
210 1 4.498242506222747 -8.91340996043487 -2.5183424318113796 0 1 0
46 1 -5.640814336950785 -0.2745107482802194 -5.315204799406392 0 -1 1
84 1 -1.040485578886921 -0.35602728277321916 -5.350527576660381 0 0 0
42 1 1.341689510780883 -1.2773943933035294 -2.583255261885684 0 0 1
95 1 7.233534164699456 -0.2591916500663398 -5.7401665009763825 0 0 1
195 1 3.8867490972528067 -1.6329453400805942 -2.233499312739941 0 0 0
106 1 9.644311134109888 -1.8098895772489652 -4.270608064719286 -1 0 0
68 1 -1.2812798130535157 -6.279852576829735 -4.871086541396585 0 1 0
211 1 9.647134176698373 -9.079952135228357 -5.0787441509425335 0 1 0
59 1 -3.586411066554522 -5.1730231005043015 -2.1412525927628066 0 1 0
39 1 -6.412292144957458 -8.222907574638514 -2.8503645300752884 0 0 0
